Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA20,RSI
2020-09-01 00:00:00+08:00,479.76095779262073,488.2404472764358,473.9591987196579,481.0998229980469,21442977,0.0,0.0,471.1475601196289,470.15679626464845,474.59297024796297,57.429714794783735
2020-09-02 00:00:00+08:00,495.3810790864218,495.3810790864218,485.1164266021253,486.4552917480469,15799943,0.0,0.0,470.4334976196289,471.4206878662109,475.7227151527329,64.58334342423885
2020-09-03 00:00:00+08:00,487.34785243430355,489.57931401455295,475.7443349523769,476.63690185546875,18526413,0.0,0.0,469.4739761352539,472.07405456542966,475.80978055299346,60.7843079416549
2020-09-04 00:00:00+08:00,461.4631154154053,468.15744146858793,457.89278848814234,462.3556823730469,35876407,0.0,0.0,469.0500015258789,472.5596179199219,474.528437869189,54.77032894995956
2020-09-07 00:00:00+08:00,460.57049866924757,468.1574208950063,455.2150380620518,456.10760498046875,19569013,0.0,0.0,469.45166015625,473.02375854492186,472.7740728321681,49.64539024289701
2020-09-08 00:00:00+08:00,461.4630816723715,464.140811897844,448.074400996663,453.87615966796875,20087365,0.0,0.0,469.22851409912107,473.4254180908203,470.9742715784348,50.90910311589836
2020-09-09 00:00:00+08:00,448.0744555900238,453.87621496821544,447.628157315286,449.859619140625,19265013,0.0,0.0,468.492138671875,473.5218176269531,468.9633522986434,48.5714648550975
2020-09-10 00:00:00+08:00,458.78533694456064,462.80193215580357,451.6446838378906,451.6446838378906,14842100,0.0,0.0,468.3136215209961,473.2986730957031,467.3139553023812,45.454512488570806
2020-09-11 00:00:00+08:00,454.3224681214188,462.8019572091877,452.09100651769984,460.57049560546875,13818776,0.0,0.0,468.7375961303711,473.14693542480467,466.67172104553237,35.71424864558604
2020-09-14 00:00:00+08:00,465.4797065730068,479.760955048087,462.80197617747274,472.6203308105469,20916073,0.0,0.0,469.8533203125,473.31652587890625,467.2382553088671,43.852452125018075
2020-09-15 00:00:00+08:00,477.97579160161496,480.65355154549707,470.83516736407483,472.6203308105469,12278865,0.0,0.0,470.6343276977539,473.5575225830078,467.7508339280747,40.43477123343549
2020-09-16 00:00:00+08:00,480.2072193413075,480.2072193413075,473.51289382582866,477.08319091796875,11049682,0.0,0.0,471.9062530517578,473.4057843017578,468.6396298318741,39.647564618374744
2020-09-17 00:00:00+08:00,477.5294785548859,478.42204542105856,465.9259615529148,470.38885498046875,12772075,0.0,0.0,472.7542037963867,472.76312744140625,468.8062227031689,43.478252251942735
2020-09-18 00:00:00+08:00,464.1408052359559,468.60369873046875,455.66131646088513,468.60369873046875,23536646,0.0,0.0,473.0666046142578,472.37931762695314,468.7869347057689,47.12039785463241
2020-09-21 00:00:00+08:00,465.92597645984733,470.8351387033797,457.00018931916605,461.01678466796875,11402469,0.0,0.0,471.6607925415039,471.94195373535155,468.0469204164546,38.21986473486681
2020-09-22 00:00:00+08:00,457.89275916787363,462.80195099142264,455.2150289180638,456.55389404296875,13609887,0.0,0.0,470.188037109375,471.7009576416016,466.9523464761226,32.27509494622336
2020-09-23 00:00:00+08:00,457.00017606942026,465.4796647427189,455.2150127833718,458.78533935546875,13578774,0.0,0.0,468.5144515991211,471.1832623291016,466.17453627415557,38.37207453194896
2020-09-24 00:00:00+08:00,455.21502983862575,457.0001931915578,450.75213623046875,450.75213623046875,15563132,0.0,0.0,466.1491195678711,471.0404498291016,464.70573626999493,41.772119576437
