Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-19 00:00:00+08:00,408.80097917604724,415.5845706878363,407.3728484265447,410.9431457519531,27479164,0.0,0.0
2020-06-22 00:00:00+08:00,410.58609611387,423.6177443425577,409.8720307685983,423.2607116699219,28164190,0.0,0.0
2020-06-23 00:00:00+08:00,428.4376892819467,445.0396649590213,424.15332657233427,443.96856689453125,33983938,0.0,0.0
2020-06-24 00:00:00+08:00,448.07439973733824,450.75212995528483,438.0775146484375,438.0775146484375,25018502,0.0,0.0
2020-06-26 00:00:00+08:00,434.15014167479677,440.04113574875623,431.6509132641714,432.9005126953125,19393757,0.0,0.0
2020-06-29 00:00:00+08:00,429.33028851669474,440.7552755141456,429.33028851669474,433.7931823730469,23950557,0.0,0.0
2020-06-30 00:00:00+08:00,435.7568224620071,446.28924190485475,435.7568224620071,445.0396423339844,24021590,0.0,0.0
2020-07-02 00:00:00+08:00,448.9669918025785,463.248269679679,448.9669918025785,462.8019714355469,34478837,0.0,0.0
2020-07-03 00:00:00+08:00,464.1408143088952,472.17400502704226,456.553892265081,468.15740966796875,22780939,0.0,0.0
2020-07-06 00:00:00+08:00,467.7111051941447,472.173998716249,460.5704814684469,464.14080810546875,25231360,0.0,0.0
2020-07-07 00:00:00+08:00,463.2482554396008,473.95917658274186,457.00019840720404,460.57049560546875,27361783,0.0,0.0
2020-07-08 00:00:00+08:00,460.12423473072806,487.79416406725335,460.12423473072806,484.6701354980469,29952588,0.0,0.0
2020-07-09 00:00:00+08:00,486.45531640196185,503.4143250237081,485.56271989387875,502.521728515625,28275408,0.0,0.0
2020-07-10 00:00:00+08:00,490.02556034812454,501.6290773009631,487.3478302125995,487.79412841796875,25448185,0.0,0.0
2020-07-13 00:00:00+08:00,482.4386810034494,496.27366065084107,481.9924123071997,482.8849792480469,21734334,0.0,0.0
2020-07-14 00:00:00+08:00,472.1739957970716,477.97575438510376,461.9093437145266,468.60369873046875,28032305,0.0,0.0
2020-07-15 00:00:00+08:00,480.6535400012159,484.6701354980469,473.5129159351785,484.6701354980469,24048405,0.0,0.0
2020-07-16 00:00:00+08:00,481.09976416687516,483.7775237986265,456.1075674745046,457.8927307128906,29339802,0.0,0.0
2020-07-17 00:00:00+08:00,463.24828281758647,473.06663762851304,461.46311933877746,465.0334167480469,19053259,0.0,0.0
2020-07-20 00:00:00+08:00,465.0334187078848,470.8351778772035,457.8927943109039,466.3722839355469,14087753,0.0,0.0
2020-07-21 00:00:00+08:00,489.57929752679695,503.41427612304693,485.56267272728684,503.4142761230469,31566813,0.0,0.0
2020-07-22 00:00:00+08:00,493.5959063362452,502.5216935051295,479.7609273599707,481.09979248046875,22705332,0.0,0.0
2020-07-23 00:00:00+08:00,487.3478756227153,497.6125580125794,484.67014523768466,497.166259765625,20706016,0.0,0.0
2020-07-24 00:00:00+08:00,483.77754682048766,488.24041080631326,468.60370289463503,471.28143310546875,30519968,0.0,0.0
2020-07-27 00:00:00+08:00,473.0665951496774,480.20721887537525,459.6779145833644,464.14080810546875,20271449,0.0,0.0
2020-07-28 00:00:00+08:00,477.5294723597205,486.0089608975618,472.1739825871274,485.11639404296875,23359984,0.0,0.0
2020-07-29 00:00:00+08:00,478.8683745943994,484.2238352344375,475.7443460382615,483.3312683105469,13541414,0.0,0.0
2020-07-30 00:00:00+08:00,488.2404318019807,490.4718934391984,474.85178017206346,477.5295104980469,14864435,0.0,0.0
2020-07-31 00:00:00+08:00,481.9924227795329,490.9182105753278,476.6369323730469,476.6369323730469,16957703,0.0,0.0
2020-08-03 00:00:00+08:00,478.4220622394727,483.33125404686297,471.2814384140346,481.09979248046875,19608257,0.0,0.0
2020-08-04 00:00:00+08:00,487.34782534486646,496.71991027393886,481.9923651273079,490.91815185546875,21891901,0.0,0.0
2020-08-05 00:00:00+08:00,497.61251146979305,500.7364807128906,491.8107234470833,500.7364807128906,17231508,0.0,0.0
2020-08-06 00:00:00+08:00,500.29025461444877,503.4142830354772,485.1164107261238,495.82733154296875,22312251,0.0,0.0
2020-08-07 00:00:00+08:00,498.9513709001372,498.9513709001372,445.7537096686594,470.83514404296875,67382603,0.0,0.0
2020-08-10 00:00:00+08:00,455.2150256531969,462.355649450925,447.1818054130364,448.07440185546875,52702218,0.0,0.0
2020-08-11 00:00:00+08:00,456.1075887537932,469.49626934380836,455.2150218671306,458.33905029296875,27659963,0.0,0.0
2020-08-12 00:00:00+08:00,457.00014535583733,466.8184984467245,449.8595222398882,464.5870666503906,20550871,0.0,0.0
2020-08-13 00:00:00+08:00,471.28140623520767,473.9591362933698,455.2149963378906,455.2149963378906,29564943,0.0,0.0
2020-08-14 00:00:00+08:00,448.5206759676118,458.785327665411,447.62807957315863,452.0909729003906,19516498,0.0,0.0
2020-08-17 00:00:00+08:00,453.8761739464819,459.6779328003055,448.07441509265834,450.30584716796875,16044652,0.0,0.0
2020-08-18 00:00:00+08:00,459.67794399798726,461.0168091854575,454.32248324810644,457.0002136230469,14522085,0.0,0.0
2020-08-19 00:00:00+08:00,460.57050179357543,464.140828588157,451.64471435546875,451.64471435546875,12036870,0.0,0.0
2020-08-20 00:00:00+08:00,453.42987060546875,454.32246706421796,448.0744100463603,453.42987060546875,15594179,0.0,0.0
2020-08-21 00:00:00+08:00,461.0167867332034,468.1574105680673,457.0001913664074,462.35565185546875,19791641,0.0,0.0
2020-08-24 00:00:00+08:00,479.76094047501334,489.1330261230469,477.52950839596565,489.1330261230469,29733601,0.0,0.0
2020-08-25 00:00:00+08:00,489.1330619814927,490.0256289688766,479.31470692687225,486.009033203125,19540299,0.0,0.0
